sana;sanaluokka;taso;aikaleima (dd.mm.yyyy HH:MM:SS)
picture;1;1;12-03-2022 02:52:00
piece;1;1;16-06-2022 20:35:12
pig;1;1;27-03-2022 13:43:03
pink;3;1;22-09-2022 06:39:56
pink;1;1;08-04-2022 02:51:31
place;1;1;15-11-2022 10:56:36
plan;1;1;16-08-2022 21:24:59
plan;2;1;25-03-2022 07:32:21
plane;1;1;29-06-2022 22:29:36
plant;1;1;25-06-2022 15:43:18
play;2;1;02-01-2022 18:01:49
play;1;1;26-10-2022 21:07:43
player;1;1;12-02-2022 01:05:50
please;10;1;09-08-2022 21:21:35
point;1;1;08-12-2022 16:12:21
police;1;1;25-01-2022 07:39:34
policeman;1;1;03-05-2022 01:19:20
pool;1;1;15-04-2022 04:09:49
poor;3;1;03-05-2022 14:28:43
popular;3;1;09-01-2022 20:25:35
positive;3;1;16-06-2022 10:38:09
possible;3;1;21-12-2022 03:40:13
post;1;1;24-08-2022 19:03:49
post;2;1;21-11-2022 11:24:42
potato;1;1;05-07-2022 11:41:00
pound;1;1;17-11-2022 19:22:05
practice;1;1;28-05-2022 13:11:13
practise;2;1;21-03-2022 17:19:58
prefer;2;1;10-05-2022 08:05:51
prepare;2;1;21-11-2022 00:18:43
present;3;1;18-01-2022 10:28:22
present;1;1;11-03-2022 10:54:57
pretty;3;1;14-02-2022 04:22:31
pretty;4;1;05-03-2022 13:06:43
price;1;1;29-04-2022 01:54:25
probably;4;1;18-12-2022 23:50:23
problem;1;1;18-08-2022 04:17:07
product;1;1;07-12-2022 19:17:08
programme;1;1;23-05-2022 02:30:23
project;1;1;23-04-2022 12:54:28
purple;3;1;27-02-2022 21:56:03
purple;1;1;17-01-2022 13:31:59
put;2;1;16-05-2022 09:57:44
quarter;1;1;31-10-2022 12:51:36
question;1;1;17-07-2022 19:51:22
quick;3;1;30-05-2022 11:39:30
quickly;4;1;07-07-2022 00:47:11
quiet;3;1;07-12-2022 22:00:46
quite;4;1;18-05-2022 15:04:36
radio;1;1;08-05-2022 14:35:49
rain;1;1;27-11-2022 01:39:26
rain;2;1;11-11-2022 16:02:13
read;2;1;12-03-2022 23:21:50
reader;1;1;02-08-2022 12:53:10
reading;1;1;15-03-2022 12:52:31
ready;3;1;12-12-2022 10:19:55
real;3;1;30-05-2022 06:45:33
really;4;1;18-10-2022 05:46:27
reason;1;1;15-05-2022 18:48:32
red;3;1;03-07-2022 17:32:48
red;1;1;09-03-2022 17:51:55
relax;2;1;19-12-2022 16:04:37
remember;2;1;30-08-2022 22:08:28
repeat;2;1;25-02-2022 05:37:33
report;1;1;04-01-2022 15:24:20
restaurant;1;1;30-04-2022 21:06:39
result;1;1;13-04-2022 01:21:54
return;2;1;29-01-2022 12:40:44
return;1;1;28-06-2022 20:13:34
rice;1;1;28-02-2022 03:48:59
rich;3;1;10-06-2022 15:50:30
ride;2;1;04-06-2022 22:31:02
right;3;1;26-07-2022 20:06:12
right;4;1;19-08-2022 00:56:27
right;1;1;28-04-2022 18:39:22
river;1;1;01-07-2022 04:15:37
road;1;1;17-11-2022 14:06:39
room;1;1;19-12-2022 18:04:03
routine;1;1;01-03-2022 21:00:48
rule;1;1;26-02-2022 05:07:42
run;2;1;08-06-2022 01:58:29
sad;3;1;01-02-2022 18:23:08
salad;1;1;30-11-2022 18:55:53
salt;1;1;04-03-2022 15:58:39
same;3;1;26-06-2022 15:32:08
same;8;1;15-10-2022 10:15:54
same;4;1;13-01-2022 21:19:21
sandwich;1;1;24-01-2022 22:31:34
saturday;1;1;09-04-2022 00:36:42
say;2;1;01-08-2022 22:18:16
school;1;1;22-01-2022 23:29:50
science;1;1;20-02-2022 21:39:06
scientist;1;1;08-05-2022 10:36:41
sea;1;1;24-01-2022 16:38:26
second (next after the first);7;1;05-05-2022 00:06:40
second (next after the first);6;1;23-07-2022 01:30:44
second (unit of time);1;1;08-04-2022 17:56:18
section;1;1;30-04-2022 23:29:39
see;2;1;23-11-2022 00:48:18
sell;2;1;08-06-2022 23:53:50
send;2;1;25-03-2022 14:58:27
sentence;1;1;18-12-2022 03:54:30
september;1;1;13-10-2022 14:25:02
seven;6;1;25-11-2022 04:58:59
seventeen;6;1;21-11-2022 18:09:37
seventy;6;1;26-12-2022 01:26:03
share;2;1;17-05-2022 06:59:03
she;8;1;10-01-2022 03:21:37
sheep;1;1;06-04-2022 16:22:29
shirt;1;1;20-09-2022 13:03:30
shoe;1;1;02-11-2022 23:30:25
shop;1;1;15-01-2022 12:32:29
shop;2;1;07-04-2022 23:52:04
shopping;1;1;18-03-2022 14:10:09
short;3;1;31-05-2022 02:09:12
should modal;2;1;16-08-2022 15:23:54
show;2;1;12-04-2022 05:10:42
show;1;1;06-02-2022 18:00:31
shower;1;1;06-06-2022 13:36:25
sick;3;1;04-03-2022 12:13:13
similar;3;1;25-10-2022 15:15:15
sing;2;1;07-10-2022 19:31:24
singer;1;1;18-02-2022 14:33:32
sister;1;1;10-08-2022 11:13:44
sit;2;1;14-11-2022 08:43:31
situation;1;1;10-08-2022 15:13:50
six;6;1;24-09-2022 10:20:45
sixteen;6;1;02-03-2022 12:16:54
sixty;6;1;12-01-2022 09:37:00
skill;1;1;03-06-2022 14:50:08
skirt;1;1;15-09-2022 02:16:07
sleep;2;1;23-08-2022 22:41:33
slow;3;1;25-01-2022 16:36:47
small;3;1;28-10-2022 12:39:53
snake;1;1;20-04-2022 22:04:54
snow;1;1;12-08-2022 01:01:16
snow;2;1;16-09-2022 01:36:24
so;4;1;05-02-2022 20:01:14
so;9;1;15-08-2022 09:20:15
some;7;1;08-07-2022 19:11:15
some;8;1;22-06-2022 20:47:57
somebody;8;1;15-01-2022 10:01:45
someone;8;1;12-10-2022 17:19:47
something;8;1;03-07-2022 14:30:42
sometimes;4;1;14-01-2022 06:35:37
son;1;1;11-12-2022 19:53:43
song;1;1;01-10-2022 18:28:55
soon;4;1;15-03-2022 03:24:17
sorry;3;1;28-07-2022 18:49:24
sorry;10;1;06-08-2022 12:18:54
sound;1;1;15-07-2022 03:36:05
sound;2;1;06-03-2022 13:18:04
soup;1;1;07-10-2022 13:24:47
south;1;1;07-04-2022 05:56:44
south;3;1;19-04-2022 19:39:32
south;4;1;21-10-2022 09:24:33
space;1;1;18-10-2022 20:28:28
speak;2;1;07-01-2022 00:40:43
special;3;1;11-09-2022 22:40:43
spell;2;1;03-10-2022 19:02:34
spelling;1;1;06-04-2022 11:43:21
spend;2;1;31-05-2022 16:35:50
sport;1;1;13-04-2022 08:27:04
spring;1;1;13-09-2022 00:01:53
stand;2;1;02-06-2022 11:25:55
star;1;1;26-04-2022 06:18:25
start;2;1;03-07-2022 14:31:00
statement;1;1;23-03-2022 01:43:08
station;1;1;03-05-2022 18:43:47
stay;2;1;20-08-2022 19:07:55
still;4;1;11-04-2022 07:02:42
stop;2;1;22-09-2022 23:14:41
stop;1;1;22-03-2022 22:49:09
story;1;1;03-07-2022 08:19:57
street;1;1;28-02-2022 09:37:34
strong;3;1;19-11-2022 02:13:37
student;1;1;08-04-2022 19:12:51
study;1;1;13-09-2022 11:14:37
study;2;1;27-06-2022 09:43:29
style;1;1;13-05-2022 02:25:58
subject;1;1;30-03-2022 01:34:04
success;1;1;09-06-2022 06:01:42
sugar;1;1;09-11-2022 01:49:49
summer;1;1;04-04-2022 13:49:35
sun;1;1;02-12-2022 07:09:59
sunday;1;1;17-05-2022 19:36:30
supermarket;1;1;17-05-2022 05:40:17
sure;3;1;01-04-2022 23:56:07
sweater;1;1;28-04-2022 20:32:50
swim;2;1;17-02-2022 01:45:38
swimming;1;1;25-08-2022 03:35:03
table;1;1;07-10-2022 13:28:50
take;2;1;04-03-2022 07:09:43
talk;2;1;03-09-2022 05:55:59
tall;3;1;28-12-2022 07:29:15
taxi;1;1;30-03-2022 17:14:56
tea;1;1;16-08-2022 12:05:50
teach;2;1;11-01-2022 04:20:17
teacher;1;1;22-06-2022 22:43:26
team;1;1;24-09-2022 02:45:37
teenager;1;1;20-01-2022 16:02:02
telephone;1;1;28-04-2022 14:16:29
telephone;2;1;28-08-2022 18:26:52
television;1;1;13-12-2022 22:58:31
tell;2;1;19-02-2022 22:42:50
ten;6;1;12-10-2022 01:54:45
tennis;1;1;05-08-2022 20:55:45
terrible;3;1;02-12-2022 15:32:07
test;1;1;28-08-2022 12:26:26
test;2;1;17-10-2022 14:39:28
text;1;1;20-04-2022 21:14:17
than;9;1;09-03-2022 17:04:12
thank;2;1;22-01-2022 07:44:10
thanks;10;1;25-06-2022 09:44:45
thanks;1;1;21-12-2022 18:06:24
that;7;1;31-12-2022 17:22:02
that;8;1;21-06-2022 19:43:15
that;9;1;27-07-2022 20:09:35
theatre;1;1;27-03-2022 11:03:09
their;7;1;25-08-2022 17:05:33
them;8;1;10-11-2022 06:52:49
then;4;1;15-05-2022 15:19:35
there;4;1;11-06-2022 00:17:27
they;8;1;04-07-2022 01:52:11
thing;1;1;07-01-2022 05:00:41
think;2;1;10-02-2022 19:36:27
third;6;1;14-05-2022 09:03:27
thirsty;3;1;23-11-2022 02:47:57
thirteen;6;1;11-04-2022 07:55:30
thirty;6;1;20-06-2022 13:57:06
this;7;1;11-04-2022 05:07:40
this;8;1;24-02-2022 18:03:15
thousand;6;1;16-09-2022 14:00:10
three;6;1;21-04-2022 02:19:55
through;5;1;21-01-2022 18:31:14
through;4;1;27-10-2022 23:03:53
thursday;1;1;04-11-2022 14:51:05
ticket;1;1;30-06-2022 16:21:39
time;1;1;17-12-2022 07:25:44
tired;3;1;28-06-2022 23:43:34
title;1;1;18-11-2022 22:32:25
today;4;1;14-12-2022 03:23:27
today;1;1;08-03-2022 23:58:49
together;4;1;25-03-2022 20:41:22
toilet;1;1;03-01-2022 05:52:00
tomato;1;1;31-07-2022 01:22:56
tomorrow;4;1;22-08-2022 04:13:08
tomorrow;1;1;17-11-2022 23:13:30
tonight;4;1;16-11-2022 23:06:24
tonight;1;1;30-06-2022 15:58:42
too;4;1;09-04-2022 01:29:17
tooth;1;1;27-01-2022 06:02:44
topic;1;1;10-01-2022 21:46:52
tourist;1;1;24-11-2022 02:03:59
town;1;1;14-07-2022 05:17:48
traffic;1;1;25-01-2022 23:14:05
train;1;1;29-07-2022 07:59:42
travel;2;1;30-06-2022 11:34:22
travel;1;1;20-11-2022 19:22:50
tree;1;1;14-03-2022 00:08:08
trip;1;1;16-12-2022 20:28:30
trousers;1;1;18-06-2022 15:43:14
true;3;1;17-10-2022 20:03:45
try;2;1;13-04-2022 10:27:26
shirt;1;1;07-06-2022 08:56:18
tuesday;1;1;18-12-2022 21:52:12
turn;2;1;13-08-2022 23:05:54
turn;1;1;08-07-2022 09:39:20
tv;1;1;08-12-2022 03:15:50
twelve;6;1;14-08-2022 14:31:17
twenty;6;1;14-08-2022 04:59:47
twice;4;1;01-05-2022 11:45:33
two;6;1;20-04-2022 06:21:04
type;1;1;02-11-2022 04:32:52
umbrella;1;1;28-04-2022 12:19:21
uncle;1;1;05-01-2022 23:23:09
under;5;1;10-02-2022 00:13:53
under;4;1;09-06-2022 21:53:09
understand;2;1;07-05-2022 06:10:10
university;1;1;07-11-2022 05:05:23
until;9;1;28-05-2022 03:12:58
until;5;1;30-01-2022 02:42:59
up;4;1;19-10-2022 01:15:34
up;5;1;24-12-2022 15:06:02
upstairs;4;1;10-07-2022 07:52:17
us;8;1;05-01-2022 11:40:41
use;2;1;17-09-2022 22:24:57
useful;3;1;23-02-2022 14:59:48
usually;4;1;29-04-2022 20:03:40
vacation;1;1;24-10-2022 06:15:00
vegetable;1;1;25-11-2022 14:05:35
very;4;1;12-12-2022 07:34:56
video;1;1;07-03-2022 13:49:33
village;1;1;24-10-2022 05:48:53
visit;2;1;31-12-2022 01:57:56
visit;1;1;20-04-2022 19:27:18
visitor;1;1;21-04-2022 15:31:15
wait;2;1;24-03-2022 20:31:37
waiter;1;1;30-09-2022 09:35:29
wake;2;1;29-06-2022 19:02:41
walk;2;1;18-07-2022 10:31:30
walk;1;1;10-04-2022 19:16:39
wall;1;1;19-07-2022 02:02:30
want;2;1;10-02-2022 00:57:36
warm;3;1;06-08-2022 17:45:45
wash;2;1;03-07-2022 00:16:04
watch;2;1;04-01-2022 03:40:03
watch;1;1;29-07-2022 00:18:04
water;1;1;14-08-2022 08:30:43
way;1;1;04-10-2022 21:01:22
we;8;1;15-01-2022 13:32:14
wear;2;1;30-06-2022 11:45:18
weather;1;1;12-04-2022 11:37:33
website;1;1;14-02-2022 18:58:44
wednesday;1;1;01-02-2022 02:53:49
week;1;1;04-05-2022 14:31:14
weekend;1;1;28-11-2022 08:24:27
welcome;10;1;10-11-2022 14:56:19
welcome;2;1;15-01-2022 11:22:23
welcome;3;1;29-09-2022 09:57:39
well;4;1;03-05-2022 21:26:14
well;3;1;04-11-2022 12:08:26
well;10;1;21-05-2022 17:21:03
west;1;1;17-12-2022 09:07:03
west;3;1;07-08-2022 12:09:38
west;4;1;03-10-2022 23:40:36
what;8;1;07-07-2022 07:17:03
what;7;1;13-07-2022 13:43:04
when;4;1;15-12-2022 23:08:01
when;8;1;17-12-2022 11:36:13
when;9;1;15-04-2022 11:04:36
where;4;1;02-04-2022 03:25:41
where;9;1;27-11-2022 01:38:07
which;8;1;15-06-2022 00:34:45
which;7;1;08-05-2022 00:23:23
white;3;1;11-08-2022 11:53:41
white;1;1;28-06-2022 03:06:41
who;8;1;18-11-2022 00:29:14
why;4;1;15-05-2022 10:37:45
wife;1;1;27-03-2022 01:45:25
will modal;2;1;07-10-2022 19:02:35
win;2;1;13-09-2022 21:38:29
window;1;1;02-11-2022 14:27:03
wine;1;1;10-10-2022 13:14:31
winter;1;1;12-06-2022 14:55:54
with;5;1;18-06-2022 15:54:36
without;5;1;18-12-2022 02:37:48
woman;1;1;25-12-2022 16:57:25
wonderful;3;1;07-07-2022 16:43:20
word;1;1;22-06-2022 21:20:55
work;2;1;17-04-2022 02:08:52
work;1;1;07-08-2022 10:34:07
worker;1;1;01-01-2022 11:22:35
world;1;1;04-12-2022 17:21:52
would modal;2;1;24-04-2022 18:27:39
write;2;1;03-01-2022 17:29:59
writer;1;1;17-02-2022 07:31:58
writing;1;1;25-08-2022 14:54:36
wrong;3;1;18-06-2022 04:48:42
yeah;10;1;23-03-2022 15:19:48
year;1;1;23-06-2022 08:52:27
yellow;3;1;06-07-2022 22:34:26
yellow;1;1;17-01-2022 15:10:43
yes;10;1;12-04-2022 09:53:50
yesterday;4;1;31-12-2022 10:27:47
yesterday;1;1;11-06-2022 15:59:03
you;8;1;27-10-2022 06:11:01
young;3;1;21-03-2022 11:16:59
your;7;1;27-05-2022 06:35:25
yourself;8;1;23-10-2022 10:23:19
ability;1;2;22-01-2022 19:15:47
able;3;2;10-03-2022 16:48:28
abroad;4;2;26-04-2022 12:11:19
accept;2;2;04-01-2022 16:33:13
accident;1;2;08-08-2022 10:47:27
according to;5;2;16-03-2022 03:44:45
achieve;2;2;10-10-2022 16:38:30
act;2;2;26-01-2022 13:53:12
active;3;2;03-07-2022 19:10:14
actually;4;2;06-03-2022 01:41:10
adult;3;2;29-07-2022 16:37:23
advantage;1;2;13-05-2022 02:30:29
adventure;1;2;22-08-2022 03:16:14
advertise;2;2;28-11-2022 16:46:49
advertisement;1;2;28-07-2022 11:03:06
advertising;1;2;20-11-2022 01:47:11
affect;2;2;26-09-2022 17:16:55
after;9;2;15-09-2022 23:21:44
after;4;2;27-01-2022 04:54:25
against;5;2;08-10-2022 00:22:14
ah;10;2;05-05-2022 13:53:10
airline;1;2;20-03-2022 18:10:26
alive;3;2;05-02-2022 12:26:39
all;4;2;22-06-2022 01:39:42
all right;3;2;23-11-2022 22:50:20
all right;4;2;20-07-2022 16:17:49
all right;10;2;09-01-2022 02:26:04
allow;2;2;17-08-2022 12:02:22
almost;4;2;29-12-2022 14:49:59
alone;3;2;27-12-2022 19:49:46
alone;4;2;28-12-2022 17:50:56
along;5;2;25-04-2022 06:59:39
along;4;2;07-11-2022 11:23:46
already;4;2;01-05-2022 15:50:54
alternative;1;2;07-06-2022 12:49:01
although;9;2;07-01-2022 02:56:51
among;5;2;13-05-2022 22:11:56
amount;1;2;15-03-2022 00:57:42
ancient;3;2;20-07-2022 23:57:19
ankle;1;2;01-11-2022 06:52:17
any;4;2;02-11-2022 02:09:00
anybody;8;2;17-09-2022 08:49:12
any more;4;2;16-06-2022 03:46:12
anyway;4;2;03-10-2022 02:15:12
anywhere;4;2;13-06-2022 14:13:34
anywhere;8;2;13-03-2022 07:01:09
app;1;2;09-09-2022 23:10:17
appear;2;2;14-07-2022 08:19:43
appearance;1;2;24-07-2022 12:04:29
apply;2;2;26-03-2022 01:39:31
architect;1;2;24-10-2022 22:01:55
architecture;1;2;01-10-2022 01:11:21
argue;2;2;07-11-2022 17:12:20
argument;1;2;15-09-2022 17:41:12
army;1;2;05-03-2022 17:56:02
arrange;2;2;14-03-2022 15:27:32
arrangement;1;2;16-03-2022 15:26:02
as;4;2;11-02-2022 19:34:24
as;9;2;12-01-2022 14:30:30
asleep;3;2;18-03-2022 05:26:33
assistant;1;2;06-08-2022 21:00:50
assistant;3;2;05-02-2022 20:43:42
athlete;1;2;26-03-2022 06:20:22
attack;1;2;31-03-2022 09:54:55
attack;2;2;01-11-2022 21:57:46
attend;2;2;22-11-2022 09:09:20
attention;1;2;06-12-2022 04:55:45
attention;10;2;22-05-2022 10:06:05
attractive;3;2;10-10-2022 10:03:50
audience;1;2;27-01-2022 05:47:15
author;1;2;02-11-2022 22:54:36
available;3;2;27-12-2022 20:22:54
average;3;2;21-02-2022 01:28:03
average;1;2;12-11-2022 17:24:23
avoid;2;2;20-05-2022 11:15:33
award;1;2;07-10-2022 21:29:39
awful;3;2;21-03-2022 21:46:10
back;3;2;27-12-2022 23:12:55
background;1;2;10-08-2022 11:02:00
badly;4;2;03-12-2022 05:25:10
bar;1;2;11-02-2022 23:56:10
baseball;1;2;21-01-2022 15:19:41
based;3;2;14-03-2022 05:31:54
basketball;1;2;25-04-2022 23:29:58
bean;1;2;25-08-2022 13:09:31
bear (animal);1;2;27-08-2022 15:31:21
beat;2;2;08-11-2022 08:50:37
beef;1;2;11-07-2022 18:18:36
before;9;2;26-08-2022 00:20:56
before;4;2;28-08-2022 01:46:13
behave;2;2;16-05-2022 02:59:38
behaviour;1;2;11-08-2022 09:15:16
belong;2;2;03-06-2022 17:58:30
belt;1;2;09-11-2022 19:05:40
benefit;1;2;22-05-2022 13:51:53
best;4;2;26-02-2022 03:32:20
best;1;2;24-02-2022 21:38:33
better;4;2;16-02-2022 00:40:09
between;4;2;03-02-2022 13:48:17
billion;6;2;18-08-2022 13:04:58
bin;1;2;10-03-2022 08:42:38
biology;1;2;04-12-2022 09:48:18
birth;1;2;01-01-2022 17:48:31
biscuit;1;2;30-10-2022 19:09:24
bit;1;2;04-02-2022 22:10:59
blank;3;2;10-09-2022 13:02:58
blank;1;2;16-04-2022 14:46:17
blood;1;2;30-05-2022 05:27:12
blow;2;2;08-08-2022 10:44:36
board;1;2;09-03-2022 14:13:14
boil;2;2;25-09-2022 15:59:56
bone;1;2;14-02-2022 16:29:33
book;2;2;19-08-2022 01:37:49
borrow;2;2;06-09-2022 23:54:22
boss;1;2;03-12-2022 04:25:32
bottom;1;2;29-03-2022 19:16:19
bottom;3;2;11-01-2022 11:11:25
bowl;1;2;25-12-2022 00:42:46
brain;1;2;15-08-2022 00:18:20
bridge;1;2;14-11-2022 04:12:53
bright;3;2;26-02-2022 05:49:52
brilliant;3;2;10-12-2022 06:43:21
broken;3;2;23-11-2022 10:39:43
brush;2;2;15-12-2022 09:44:10
brush;1;2;29-06-2022 07:26:32
burn;2;2;09-08-2022 01:14:19
businessman;1;2;19-03-2022 22:05:54
button;1;2;01-12-2022 14:28:07
camp;1;2;28-10-2022 14:00:45
camp;2;2;10-09-2022 00:54:59
camping;1;2;03-02-2022 13:24:33
can;1;2;21-03-2022 08:06:33
care;1;2;04-07-2022 07:35:32
care;2;2;04-02-2022 08:14:14
careful;3;2;03-01-2022 00:23:41
carefully;4;2;26-11-2022 23:21:26
carpet;1;2;29-10-2022 19:38:43
cartoon;1;2;15-12-2022 03:10:39
case;1;2;01-02-2022 18:15:53
cash;1;2;15-08-2022 22:37:30
castle;1;2;24-10-2022 03:08:35
catch;2;2;30-12-2022 15:23:59
cause;1;2;14-11-2022 18:46:44
cause;2;2;17-12-2022 23:50:14
celebrate;2;2;01-12-2022 09:34:45
celebrity;1;2;10-12-2022 11:23:26
certain;3;2;29-07-2022 02:07:41
certainly;4;2;25-08-2022 13:28:40
chance;1;2;21-10-2022 17:56:15
character;1;2;22-11-2022 06:32:35
charity;1;2;04-10-2022 12:42:06
chat;2;2;29-01-2022 06:26:33
chat;1;2;07-06-2022 07:36:41
check;1;2;19-07-2022 04:45:45
chef;1;2;02-03-2022 02:27:53
chemistry;1;2;04-03-2022 14:36:19
chip;1;2;09-03-2022 19:56:57
choice;1;2;20-12-2022 20:29:53
church;1;2;11-10-2022 20:42:08
cigarette;1;2;18-07-2022 11:43:30
circle;1;2;03-06-2022 02:31:06
circle;2;2;10-10-2022 09:43:04
classical;3;2;24-11-2022 22:57:44
clear;3;2;17-10-2022 08:00:31
clearly;4;2;04-12-2022 22:19:47
clever;3;2;07-04-2022 15:05:09
climate;1;2;13-08-2022 14:32:42
close;3;2;22-11-2022 20:50:02
closed;3;2;08-01-2022 01:47:13
clothing;1;2;20-01-2022 10:14:08
cloud;1;2;10-12-2022 07:42:04
coach;1;2;06-02-2022 09:20:56
coast;1;2;31-07-2022 23:46:36
code;1;2;16-03-2022 08:04:40
colleague;1;2;17-06-2022 16:36:34
collect;2;2;29-06-2022 04:58:13
column;1;2;21-01-2022 20:03:48
comedy;1;2;20-09-2022 11:57:11
comfortable;3;2;30-05-2022 14:35:54
comment;1;2;27-01-2022 08:57:35
communicate;2;2;16-07-2022 11:09:10
community;1;2;22-01-2022 14:19:56
compete;2;2;12-03-2022 16:52:08
competition;1;2;17-08-2022 13:12:09
complain;2;2;26-10-2022 15:53:08
completely;4;2;21-06-2022 16:21:40
condition;1;2;21-02-2022 19:07:14
conference;1;2;04-12-2022 03:27:23
connect;2;2;07-07-2022 19:44:25
connected;3;2;19-06-2022 23:38:19
consider;2;2;08-07-2022 22:56:24
contain;2;2;06-04-2022 17:26:59
context;1;2;15-04-2022 06:26:04
continent;1;2;29-06-2022 19:57:45
continue;2;2;18-09-2022 14:40:03
control;1;2;02-03-2022 05:36:07
control;2;2;02-05-2022 16:51:04
cook;1;2;13-12-2022 14:36:15
cooker;1;2;01-02-2022 20:07:03
copy;1;2;16-09-2022 14:33:29
copy;2;2;22-05-2022 06:54:06
corner;1;2;31-10-2022 14:05:14
correctly;4;2;03-12-2022 01:50:16
count;2;2;08-09-2022 10:45:48
couple;1;2;27-10-2022 05:51:55
cover;2;2;27-01-2022 21:04:39
crazy;3;2;02-01-2022 05:51:03
creative;3;2;25-03-2022 02:19:12
credit;1;2;26-07-2022 01:38:41
crime;1;2;01-08-2022 21:59:28
criminal;1;2;30-08-2022 18:04:38
cross;2;2;09-05-2022 09:45:14
cross;1;2;10-12-2022 23:40:08
crowd;1;2;02-10-2022 02:46:03
crowded;3;2;18-03-2022 00:17:33
cry;2;2;21-08-2022 02:22:53
cupboard;1;2;23-04-2022 13:27:20
curly;3;2;11-07-2022 00:56:22
cycle;1;2;07-10-2022 16:48:07
cycle;2;2;05-10-2022 23:19:15
daily;3;2;09-04-2022 15:26:06
danger;1;2;26-09-2022 16:09:10
dark;1;2;07-05-2022 04:20:54
data;1;2;27-07-2022 20:35:18
dead;3;2;28-06-2022 00:16:29
deal;2;2;16-01-2022 21:25:34
dear;10;2;03-08-2022 09:19:14
death;1;2;15-07-2022 08:55:57
decision;1;2;18-06-2022 19:57:31
deep;3;2;05-10-2022 00:49:54
definitely;4;2;14-03-2022 02:18:42
degree;1;2;20-05-2022 20:34:34
dentist;1;2;30-11-2022 04:18:50
department;1;2;16-01-2022 17:13:33
depend;2;2;11-12-2022 02:54:41
desert;1;2;10-09-2022 13:09:45
designer;1;2;13-03-2022 22:36:57
destroy;2;2;05-07-2022 22:26:42
detective;1;2;22-12-2022 07:16:16
develop;2;2;16-12-2022 21:36:56
device;1;2;01-08-2022 04:49:28
diary;1;2;26-10-2022 12:16:28
differently;4;2;03-09-2022 15:07:35
digital;3;2;28-09-2022 11:34:39
direct;3;2;10-06-2022 18:30:50
direction;1;2;11-08-2022 06:58:16
director;1;2;13-06-2022 06:43:37
disagree;2;2;21-12-2022 09:15:03
disappear;2;2;25-11-2022 05:51:14
disaster;1;2;16-10-2022 03:27:32
discover;2;2;18-04-2022 17:08:04
discovery;1;2;05-11-2022 19:32:27
discussion;1;2;29-04-2022 08:31:03
disease;1;2;15-09-2022 13:07:07
distance;1;2;15-11-2022 10:49:01
divorced;3;2;29-08-2022 12:50:15
document;1;2;03-01-2022 01:42:42
double;3;2;22-05-2022 18:37:25
double;7;2;19-09-2022 21:16:59
double;8;2;10-01-2022 17:32:40
double;2;2;14-07-2022 15:31:57
download;2;2;28-07-2022 12:12:30
download;1;2;25-04-2022 19:35:51
downstairs;3;2;12-08-2022 15:31:12
drama;1;2;26-12-2022 10:00:20
drawing;1;2;02-02-2022 11:55:24
dream;1;2;22-08-2022 11:41:05
dream;2;2;19-12-2022 11:36:41
drive;1;2;26-01-2022 09:13:35
driving;1;2;03-05-2022 06:06:15
drop;2;2;10-12-2022 12:23:58
drug;1;2;16-03-2022 17:26:30
dry;3;2;05-11-2022 16:36:58
dry;2;2;28-08-2022 22:41:11
earn;2;2;06-03-2022 08:56:01
earth;1;2;28-12-2022 08:09:00
easily;4;2;08-06-2022 06:52:03
education;1;2;15-05-2022 07:25:52
effect;1;2;24-12-2022 04:06:59
either;7;2;14-06-2022 20:11:09
either;8;2;14-06-2022 10:11:55
either;4;2;13-05-2022 18:07:42
electric;3;2;23-06-2022 14:34:19
electrical;3;2;18-01-2022 05:53:15
electricity;1;2;18-05-2022 18:28:38
electronic;3;2;22-07-2022 00:20:38
employ;2;2;09-09-2022 19:04:22
employee;1;2;30-11-2022 14:31:03
employer;1;2;28-11-2022 16:52:42
empty;3;2;11-07-2022 15:46:23
ending;1;2;12-08-2022 01:17:21
energy;1;2;03-02-2022 07:33:04
engine;1;2;30-05-2022 21:53:48
engineer;1;2;10-03-2022 05:23:35
enormous;3;2;19-12-2022 00:41:47
enter;2;2;11-11-2022 07:41:17
environment;1;2;18-03-2022 01:24:25
equipment;1;2;11-03-2022 09:05:17
error;1;2;09-10-2022 05:44:09
especially;4;2;30-10-2022 21:23:33
essay;1;2;04-12-2022 08:29:53
everyday;3;2;23-01-2022 10:10:54
everywhere;4;2;07-07-2022 22:15:15
evidence;1;2;12-04-2022 19:10:38
exact;3;2;10-05-2022 19:12:59
exactly;4;2;08-08-2022 23:04:12
excellent;3;2;18-07-2022 04:45:51
except;5;2;01-05-2022 05:41:14
exist;2;2;20-11-2022 04:17:34
expect;2;2;22-10-2022 07:10:28
experience;1;2;07-03-2022 02:40:57
experiment;1;2;29-04-2022 12:53:45
expert;1;2;13-05-2022 18:11:19
expert;3;2;18-05-2022 17:23:08
explanation;1;2;24-07-2022 06:39:59
express;2;2;04-11-2022 08:07:26
expression;1;2;18-04-2022 02:46:37
extreme;3;2;27-01-2022 09:26:52
extremely;4;2;22-08-2022 08:47:56
factor;1;2;11-02-2022 09:23:40
factory;1;2;26-10-2022 03:23:03
fail;2;2;08-04-2022 08:17:03
fair;3;2;17-05-2022 21:35:15
fall;1;2;20-03-2022 10:25:11
fan;1;2;24-05-2022 01:03:47
farm;2;2;18-02-2022 04:57:54
farming;1;2;23-10-2022 04:13:40
fashion;1;2;15-09-2022 02:23:49
